pitchid,pitcherid,yearid,height,ballSpeed,curve_X,curve_Z,releasePoint_X,releasePoint_Y,releasePoint_Z,ballSpin,type
2222,5,1,72,91.73109416,-2.882338321,9.576645155,-1.351738969,6.38277713,5.835965109,1965.605026,10
2223,2,1,80,80.57120266,4.210971975,-8.162382963,-2.496518267,6.157169873,5.751154079,2503.565573,2
2224,5,1,72,90.04868839,1.229915413,8.866137801,-1.294313266,6.31206123,5.997164646,2125.059447,8
2225,4,1,72,93.63400393,-6.026914346,6.88644499,-2.01639692,6.474218749,5.970334142,2297.320435,9
2226,4,1,72,88.49454557,-4.958006947,3.730368214,-2.194062273,6.30409103,5.556443717,1593.221829,4
2227,2,1,80,97.86976821,-6.195062071,10.05063306,-2.421801336,6.674214472,5.842670367,2209.053432,9
2228,2,1,80,95.22526506,-2.286354984,9.763672165,-2.061520893,6.123914539,5.753693914,2173.337663,10
2229,4,1,72,89.24069937,0.902931318,5.515393299,-2.119593707,6.206075424,5.964419177,2482.967332,8
2230,1,1,76,74.76394651,5.851247296,-7.096275506,-2.478319832,6.254747408,6.132184239,2793.093379,2
2231,5,1,72,91.61549155,-1.887758353,8.71599775,-0.659599974,5.968120403,6.130357216,1854.246467,10
2232,5,1,72,82.84994917,-5.076561728,5.535539448,-1.302834921,6.151564694,5.589846725,1284.670499,4
2233,4,1,72,85.22402921,-9.595802648,2.852063308,-2.380988349,6.286454748,5.605217717,1442.58305,4
2234,4,1,72,87.25682283,-8.369070894,4.650821495,-2.053841744,6.347351381,5.732707828,1370.643376,4
2235,5,1,72,85.16103541,-1.11988174,4.737547701,-0.821571866,6.121436366,6.02953015,925.0294208,7
2236,5,1,72,83.85105316,-1.512400698,-0.797800966,-1.299389035,6.191460346,5.899075513,1058.399206,7
2237,5,1,72,89.87274079,-1.97765657,8.395916533,-1.183973024,6.117257558,5.961561087,1937.746636,10
2238,5,1,72,90.73749827,-3.60740667,12.19951196,-1.022495249,6.039871254,6.139038815,1887.860882,10
2239,4,1,72,89.15289415,-6.566295778,7.754142951,-2.036247848,6.128553056,5.508150993,1686.418791,4
2240,5,1,72,81.77158365,0.594445332,-2.935088761,-1.377636173,6.313023203,5.592373146,2055.720092,3
2241,4,1,72,87.89085135,-0.737419521,6.099888586,-2.058548254,6.149451209,5.956438389,2560.959124,8
2242,2,1,80,92.53852801,-6.085839223,5.414714499,-2.268080683,6.08882112,5.4603875,2091.623237,9
2243,1,1,76,80.57177924,-9.06799435,-1.270657337,-1.538015005,6.145399081,6.124969762,1363.15876,4
2244,1,1,76,79.01682521,5.144868106,-4.551309534,-1.832080717,6.145737937,6.298974675,2851.865643,2
2245,5,1,72,71.02653365,5.437816031,-10.13161912,-1.3232572,6.054786402,5.771710318,2191.755595,2
2246,5,1,72,80.09809706,2.256784152,-2.160392842,-1.316485271,6.319552221,5.77234454,2440.706729,3
2247,5,1,72,90.39751026,-12.57840571,6.195727283,-2.451480572,6.239137439,5.65042207,1906.147624,9
2248,5,1,72,83.55140378,-1.867026712,3.386820776,-1.54221273,6.235025524,5.626075473,1668.266673,3
2249,2,1,80,92.59401955,-6.37541004,6.096407925,-2.70839525,6.241193573,5.71681823,2403.983397,9
2250,5,1,72,92.93320326,-4.060657569,9.186465562,-1.236396562,6.320102839,6.139176969,2100.136609,9
2251,1,1,76,87.19806969,-8.485615922,2.063783913,-2.180049706,6.357700972,6.307851987,2248.771997,9
2252,5,1,72,83.99385794,-3.440480702,2.912059002,-0.847081103,5.939157923,6.033623275,320.0293972,7
2253,2,1,80,96.095654,-2.723314812,11.07157063,-2.163536753,6.350787498,6.020671636,2296.956822,10
2254,2,1,80,95.64422467,-5.676090744,7.45457771,-1.827936645,6.224116074,5.7144574,2119.391944,9
2255,2,1,80,96.41143128,-3.81889413,6.708215504,-1.80846298,6.43457437,5.806221643,2142.909552,10
2256,5,1,72,84.71916949,-4.417521374,2.627541239,-1.290441585,5.672560585,5.994803866,1190.307711,7
2257,4,1,72,90.11537611,0.588901703,4.724139659,-2.059218249,6.468588492,5.820747177,2564.46079,8
2258,4,1,72,81.73640229,6.019287621,-1.2004166,-1.6075082,6.148987937,6.085982355,2677.105359,2
2259,5,1,72,90.71609984,-1.833988474,10.08033922,-0.774857464,6.273057961,6.025713626,1932.488429,10
2260,5,1,72,72.9062588,1.72805906,-9.821443705,-0.989748621,6.27533965,5.931747419,2198.460482,2
2261,5,1,72,92.12852663,-5.938455647,8.821170466,-0.972476494,6.022382492,6.020276013,1987.43955,10
2262,1,1,76,79.80477073,-5.77996606,2.458918339,-1.682549365,6.458166966,6.305250074,1281.951912,4
2263,4,1,72,88.1196838,2.624008039,3.980211675,-1.979149791,6.29589809,5.778166081,2452.546838,8
2264,2,1,80,94.27779876,0.967666421,7.470799905,-2.446178109,6.00026173,5.965181853,2171.114974,10
2265,4,1,72,92.50641217,-3.742980011,9.822688832,-2.13492191,6.33078764,6.065703607,2274.90103,10
2266,2,1,80,93.03904785,-1.508662609,11.77339058,-2.220356842,6.325992138,5.991108038,2250.739466,10
2267,5,1,72,92.21366431,-2.350627505,8.502695407,-1.469153116,6.419492749,5.908523715,2019.30722,10
2268,4,1,72,91.50371234,-4.088518512,8.447687939,-1.933875785,6.530069882,5.729869435,2273.963995,10
2269,5,1,72,81.68519849,0.384858018,-1.00310455,-1.727591737,6.233988711,5.71192363,2008.184465,3
2270,5,1,72,89.87951088,-8.92044826,8.235349997,-1.689160944,5.892523152,5.756451212,1885.464095,9
2271,5,1,72,70.52202976,2.784136101,-12.13661061,-1.211648111,5.893825636,5.74395382,2081.113827,2
2272,2,1,80,79.15892426,5.950544181,-7.939481759,-2.266847178,5.703955394,6.185218184,2593.818698,2
2273,5,1,72,79.94705742,1.498833186,2.298921112,-1.342562874,6.27877928,5.810270799,2020.786349,3
2274,2,1,80,93.90274011,-3.244974393,9.543247425,-2.495993651,6.280957471,5.89692011,2366.603544,10
2275,5,1,72,81.34808651,-6.317047117,6.674940702,-1.62291754,5.956841182,5.644395532,1282.13419,4
2276,5,1,72,91.79253246,-7.736786112,7.518938853,-1.641903476,6.223432776,5.572332564,1914.444612,9
2277,2,1,80,93.43385817,-9.025300725,5.863257474,-2.239343938,6.179766207,5.770872048,2257.385182,9
2278,5,1,72,84.27464999,-5.834641783,5.676392456,-1.559059086,5.991654477,5.98398835,934.3067537,7
2279,5,1,72,91.27085351,-6.431551734,6.121574583,-1.442418235,5.949006816,5.717557596,1929.246388,9
2280,4,1,72,92.52390059,-5.593331332,10.0677096,-2.057164703,6.024392056,5.935152392,2321.794799,10
2281,4,1,72,85.88935782,4.708731801,0.450338004,-1.761980031,6.592203469,5.762147666,2569.703087,8
2282,2,1,80,92.72314254,-1.762937288,9.398722677,-2.168755912,6.272428604,6.139233761,2152.733896,10
2283,2,1,80,85.60600271,-4.348493165,-0.972194541,-2.452057239,5.620451425,5.803600758,1693.43629,4
2284,2,1,80,88.34300378,-7.682429504,6.289816372,-2.50476485,5.869836216,5.855392758,1795.082832,4
2285,1,1,76,89.12502994,-6.335814068,4.732950162,-1.867911536,6.39352204,6.254112579,2272.814739,9
2286,5,1,72,80.07136842,-1.724843133,2.882523548,-1.542018409,6.095737042,6.111459952,1145.323145,4
2287,5,1,72,90.82907297,-7.96955203,8.62007299,-1.300109228,6.124594486,5.935453426,1896.745521,9
2288,4,1,72,90.33867675,-0.126761069,6.264093817,-2.28572479,6.286307567,5.793789361,2428.566843,8
2289,5,1,72,81.20146121,-5.104695888,-1.105852544,-1.450528007,6.138044081,5.582205681,1081.820306,4
2290,5,1,72,83.289166,-5.162573017,6.806214163,-1.387227063,6.399033309,6.091120265,1334.48921,4
2291,4,1,72,90.83899322,-2.071475578,8.696428458,-1.956499543,6.181329884,5.79898615,2316.834668,10
2292,4,1,72,93.69238003,-6.519691407,9.941126355,-2.065518945,6.760387769,6.081147965,2446.557206,9
2293,5,1,72,81.57856936,-2.920500489,4.133468361,-0.966755743,6.149685874,5.800627976,1207.728199,4
2294,4,1,72,92.15798726,-6.284043268,7.591665157,-2.201394641,6.721827775,5.690557007,2385.369128,9
2295,2,1,80,76.99801344,7.96664969,-5.566293648,-2.204667962,5.961745603,5.940214886,2609.462509,2
2296,4,1,72,91.93394248,-3.755482001,8.080941202,-2.147564467,6.077339105,5.745672916,2444.668724,9
2297,4,1,72,86.6562046,-7.105840219,1.38073752,-2.102622373,6.302334466,5.741272286,1328.83392,4
2298,4,1,72,91.82630095,-7.262161398,9.44832037,-1.911486359,5.945416281,5.833606031,2363.692732,10
2299,4,1,72,91.96114235,-6.351812733,9.55838726,-1.905533165,6.124590504,5.812021861,2479.17172,10
2300,4,1,72,86.35141642,-7.626148448,1.286632765,-2.343876472,6.193354107,5.60532114,1342.793804,4
2301,5,1,72,88.36051544,-11.00357012,4.245943513,-2.177068626,6.246485039,5.699828688,2066.678445,9
2302,5,1,72,85.2471643,-1.266652695,0.996391609,-1.313325376,6.162533628,5.829203178,1049.455943,7
2303,4,1,72,93.49744187,-7.337189697,10.94899172,-1.889764367,6.451618849,6.094363903,2341.402696,10
2304,5,1,72,90.75561356,-5.17536223,7.528619231,-1.753430302,6.092840243,5.813541079,1865.438571,9
2305,2,1,80,93.3570454,-2.240382984,6.866609239,-2.80808234,6.248395861,5.555741694,2023.68854,10
2306,5,1,72,82.75062311,-5.234613158,5.277442951,-1.179089762,6.119042985,5.773636565,1277.278417,4
2307,1,1,76,79.68788867,6.454216398,-7.618829968,-1.903594015,6.24973462,6.435647415,2983.698798,2
2308,2,1,80,85.58309093,-4.584560959,0.728768381,-2.711282534,5.842686588,5.594265811,1761.171487,4
2309,5,1,72,90.72034792,-7.758673809,6.27733231,-1.803056694,6.004365916,5.632026652,1912.941775,9
2310,4,1,72,92.76654214,-6.392049328,13.01563551,-2.01836201,6.096785892,6.009084522,2310.019923,10
2311,5,1,72,84.688942,-1.467239672,2.968488334,-0.809147957,6.032319691,6.210243858,1134.268121,7
2312,2,1,80,90.19715951,-6.385275107,1.411723555,-2.388407332,6.507825688,5.856107629,1805.404088,4
2313,5,1,72,73.30787251,3.393652488,-6.480974125,-1.254580301,6.509326821,5.898794013,2148.663224,2
2314,5,1,72,83.82580947,0.159141057,0.785869559,-1.269467505,6.477386274,5.943062924,1191.641759,7
2315,2,1,80,77.6341137,5.492608652,-7.157282091,-2.814565909,6.276918323,5.532663152,2484.351419,2
2316,5,1,72,89.65832285,-1.860486538,9.00470152,-0.766820679,6.276322474,5.928661747,1682.151064,10
2317,5,1,72,90.31033432,-7.431850281,4.690427171,-2.199353876,6.435619622,5.642427476,2132.471624,9
2318,4,1,72,93.81265506,-4.727442286,9.96328346,-2.221262862,6.277310965,5.75004727,2501.793542,10
2319,5,1,72,89.71621532,-6.17782315,10.69463511,-1.180600688,6.297251574,5.88322041,1930.359296,9
2320,5,1,72,84.09601765,0.058919442,3.961572118,-0.800397621,6.513635753,6.106798457,1455.182827,7
2321,1,1,76,86.65787145,-4.254966037,9.163119026,-2.032780427,6.00512229,6.568871531,2135.834487,10
2322,5,1,72,88.81271012,-7.100345711,7.875863687,-1.30840736,5.941508986,5.856766883,1936.017676,9
2323,4,1,72,93.40678544,-5.568730141,11.8301851,-2.030772802,6.059753029,5.933932984,2449.08137,10
2324,5,1,72,92.16383619,-4.073539221,10.52245745,-1.334585752,6.618290312,5.979320034,2125.490306,10
2325,4,1,72,92.9346179,-4.339760687,11.57059204,-1.927852414,6.622335288,5.987556729,2336.291461,10
2326,5,1,72,80.72775098,-6.079217514,6.244248552,-1.611945792,6.484389057,5.922399504,1149.588733,4
2327,5,1,72,89.20444922,-9.140780762,7.695225278,-1.552529568,6.42365027,5.694477693,1872.475063,9
2328,2,1,80,94.30137734,-2.854137374,5.248516976,-1.704663534,6.630049147,5.747390621,2021.148198,9
2329,2,1,80,95.41367696,-1.653524504,9.678289311,-2.16560623,6.275280523,5.720228065,2308.139803,10
2330,5,1,72,90.75511793,-3.747504487,8.471445479,-1.489826018,6.0183097,5.898273078,1867.252241,9
2331,5,1,72,89.62075318,-8.617172585,7.106318688,-1.611096984,5.966667266,5.718899109,2007.107969,9
2332,2,1,80,87.61951243,-5.093843531,2.250294475,-2.448020151,6.182241307,5.463195705,1466.771494,4
2333,2,1,80,81.39459383,4.422254215,-6.032804671,-2.376461441,6.095837672,5.949329628,2590.779318,2
2334,2,1,80,95.21085441,-1.056896671,5.39979607,-1.819692512,5.990827728,5.971059944,2172.511261,10
2335,5,1,72,83.42639527,-4.292580848,7.120775657,-1.356166416,6.206686306,5.99222037,1263.357828,4
2336,5,1,72,72.24717745,6.690283663,-10.13794759,-1.024432483,5.972200982,5.950154956,2269.30436,2
2337,2,1,80,93.21084319,-7.797965908,9.950541355,-2.279659326,6.422854911,5.691887516,2465.175681,9
2338,4,1,72,86.73222118,3.220688131,3.355603378,-1.737640014,6.147494913,5.96409486,2373.602026,8
2339,5,1,72,89.55658131,-6.212774765,10.75163624,-1.394253408,6.034031221,5.953324581,1849.653704,9
2340,2,1,80,94.86064309,-6.776347083,9.639850389,-2.341322183,6.230459333,5.763065952,2349.065702,9
2341,5,1,72,92.17140277,-2.473868918,12.07744089,-1.107346366,6.251629903,5.996491313,1888.763151,10
2342,5,1,72,92.19898571,-5.365133041,10.06998475,-1.138550147,6.270486427,5.905960058,1936.927016,10
2343,4,1,72,92.63957815,-6.430283386,8.666481802,-1.999052703,6.065184855,5.888066535,2294.089484,9
2344,4,1,72,92.88936373,-4.230229779,9.807377224,-2.001465298,6.213901314,5.925454683,2354.812612,10
2345,4,1,72,93.96365568,-9.528474891,6.757322836,-2.226249042,5.997092996,5.96070183,2337.264668,9
2346,5,1,72,89.98413741,-3.98818895,3.603028578,-1.96061165,6.261431556,5.364043765,1949.073785,8
2347,5,1,72,83.79107204,-6.112917543,0.722285315,-1.08411648,6.373203943,5.972681073,773.4669202,7
2348,2,1,80,96.14525114,-6.584017692,8.403511104,-2.015402597,6.054244473,5.770778384,2314.006138,9
2349,2,1,80,94.92093437,-6.500334976,6.948972003,-2.031497143,6.277326915,5.736101821,2052.351875,9
2350,4,1,72,81.28605864,2.84649044,-2.992577211,-2.212474491,6.33426011,5.743181999,2680.504239,2
2351,5,1,72,90.69000499,-1.156959415,8.515338709,-0.625766852,5.859926173,5.982075261,2025.596599,10
2352,2,1,80,95.40203166,-1.345862631,9.548080622,-2.194990564,6.249825253,5.708701036,2157.54838,10
2353,5,1,72,90.72164344,-2.558506391,9.400535314,-0.893354207,6.361730973,5.996153649,2110.452047,10
2354,5,1,72,89.07864582,-8.895235232,5.977479099,-2.174010899,6.088422846,5.54358441,1852.713947,9
2355,5,1,72,90.48330219,-6.691623169,6.846662301,-1.636240911,6.247680911,5.645079816,1920.135601,9
2356,1,1,76,87.50026687,-9.985825427,4.172230337,-2.300951248,6.098081868,6.258262362,2218.122066,9
2357,2,1,80,79.18536679,6.270873479,-6.341292726,-2.061357603,6.346645679,6.06459973,2609.407787,2
2358,2,1,80,80.73371773,5.311299162,-4.206667123,-2.186781202,6.367974215,6.087245281,2685.810718,2
2359,2,1,80,93.88974356,-0.115777402,7.908064848,-2.453528821,6.108235524,5.949245786,2093.689716,10
2360,4,1,72,87.61490006,-0.287595342,6.360356839,-1.745355124,5.982034244,5.967951738,2346.797074,8
2361,4,1,72,88.2179445,1.103162545,6.103984604,-2.13076583,6.239091572,5.882670378,2593.761182,8
2362,4,1,72,91.94604872,-4.119935753,9.700493132,-1.693768655,6.333867968,6.073622889,2291.257133,10
2363,5,1,72,90.83181033,-2.813511419,9.693650288,-0.597021996,5.970768545,5.971905404,1881.313822,10
2364,2,1,80,86.50437152,-7.65168374,-0.156217423,-2.779805142,6.417220437,5.432640187,1767.240128,4
2365,1,1,76,86.92560135,-7.312173364,3.993913595,-1.799014341,6.222737232,6.406390672,2322.479035,9
2366,4,1,72,93.15269481,-7.582462325,8.880112079,-2.196243825,6.0826308,5.760171938,2488.054336,9
2367,5,1,72,91.22778277,-6.055277945,7.350399216,-1.655960824,6.60444671,5.881572963,2079.122718,9
2368,2,1,80,93.61434292,-7.955430944,10.64520492,-2.141452157,6.219919224,6.047276583,2226.066436,9
2369,5,1,72,83.27317987,-4.911369008,6.441995628,-1.313564914,6.057876609,5.800327138,1221.818661,4
2370,5,1,72,82.38270282,-1.169547257,3.776202997,-1.296462127,6.433119051,5.856291732,1254.496782,4
2371,1,1,76,76.32652873,5.961239623,-6.14099917,-2.244719751,6.069486871,6.089347535,2993.193239,2
2372,2,1,80,92.85651977,-1.79338979,9.973514032,-2.020299605,6.325850072,5.938182799,2102.162932,10
2373,2,1,80,93.66882337,-1.191810816,8.910666534,-2.420786723,6.133578433,5.827818259,2226.871574,10
2374,1,1,76,88.00773335,-9.625726816,2.98146599,-1.967508549,6.123973774,6.382011629,2165.183097,9
2375,5,1,72,88.45726112,-4.245829378,7.410890138,-1.688504773,6.150692384,5.720928671,1876.043907,9
2376,5,1,72,90.64603107,-7.49549542,9.877433385,-1.387471191,6.162996613,5.968988639,2096.903937,10
2377,5,1,72,77.86712338,1.636140531,-0.423551079,-1.462893717,6.164480649,5.629479783,2345.146036,3
2378,4,1,72,93.61927091,-8.406999664,9.475817311,-1.922012189,6.339873602,5.965828798,2325.3452,9
2379,4,1,72,94.30934599,-5.908445906,10.8158959,-2.149898969,6.310867869,5.829534296,2277.733699,10
2380,4,1,72,91.54493431,-6.595385072,7.263181487,-1.914300861,6.324948623,5.79943545,2249.784817,9
2381,2,1,80,87.12738811,-6.430305008,1.657228961,-2.547331982,6.301657899,5.696275744,1562.670117,4
2382,5,1,72,89.11224698,-7.04989147,8.3553837,-1.580453453,5.997074138,5.78196415,1919.773737,9
2383,2,1,80,78.86776402,2.846630272,-6.891483773,-2.157291408,6.116888143,6.069792159,2589.57587,2
2384,5,1,72,91.32865667,-5.946507466,8.945581863,-1.393208205,5.785984089,5.785108092,1864.588411,9
2385,4,1,72,93.15011162,-3.716621181,8.498618004,-2.036962935,6.053974529,5.855726491,2273.086667,10
2386,5,1,72,91.87715679,-3.431871564,8.371608653,-1.200859992,6.156840775,5.926413099,1937.999549,10
2387,5,1,72,90.42770419,-8.675520011,8.048775851,-1.725267024,6.352430324,5.575646709,1942.530388,9
2388,4,1,72,88.46689817,3.880341678,5.990321529,-2.24565014,6.381137438,5.852654621,2494.290839,8
2389,5,1,72,73.8146997,3.994002047,-6.110823822,-1.375027078,5.969788766,5.917407039,2284.626062,2
2390,4,1,72,87.46645276,1.57763452,5.529097032,-2.017133292,6.16550202,5.945975299,2417.354149,8
2391,5,1,72,71.1215142,7.728148756,-9.575812519,-1.366649511,6.080730031,5.879212318,2123.066408,2
2392,4,1,72,88.95252623,1.431955221,2.070182265,-2.176143025,6.240445637,5.870592809,2621.516409,8
2393,5,1,72,90.14762051,-4.443664969,6.955727167,-1.363950158,6.131148266,5.852794933,1816.518806,10
2394,4,1,72,81.22110424,4.809765028,-3.886843825,-1.944730659,5.910924225,5.785198142,2703.024453,2
2395,2,1,80,93.49730718,-9.238484467,6.554403598,-2.68695379,6.575486802,5.683701869,2177.195331,9
2396,1,1,76,88.10201637,-7.680682095,6.984154085,-2.53187758,5.985093301,6.280198528,2173.745127,10
2397,5,1,72,80.81077927,-4.048658678,2.459465073,-1.919364091,6.010445802,5.637375912,1240.592959,4
2398,1,1,76,87.33441538,-4.36109915,5.838715747,-1.901482072,6.129024525,6.258575001,2330.176468,10
2399,1,1,76,81.64814077,-4.740267051,1.221362732,-2.183907009,6.175733566,6.383320744,1543.89939,4
2400,4,1,72,92.69665274,-5.703737351,12.01283127,-2.158168003,6.275993102,5.820864512,2290.560453,10
2401,2,1,80,93.68768089,-2.310969348,8.675630889,-1.902396788,6.052527704,5.961433751,2318.20719,10
2402,4,1,72,93.78312867,-11.29378586,7.23538908,-2.313777714,6.124649389,5.843342425,2327.487358,9
2403,5,1,72,93.0942985,-3.581899799,11.59592849,-0.679251939,6.346153208,6.100624571,2013.103031,10
2404,5,1,72,84.87810673,-2.859404312,6.141733062,-0.838199854,6.415025169,5.976798507,1177.01256,7
2405,5,1,72,83.45259013,-2.601170589,-1.205388252,-1.458088581,6.079581069,5.967818577,1087.144594,7
2406,4,1,72,82.27278217,5.882554369,-2.695418635,-1.88122541,6.401338933,5.797326203,2729.948009,2
2407,5,1,72,89.84969065,-2.805541222,6.427779735,-1.142619168,6.101379445,5.91029179,1960.241161,8
2408,5,1,72,90.82072214,-2.397612369,10.92706685,-0.85354318,6.169496292,5.938151213,2007.730525,10
2409,2,1,80,91.25357269,-5.799210012,5.712997872,-2.491051297,6.167423634,5.554787274,2053.855003,9
2410,2,1,80,80.05904439,5.462823955,-9.59674396,-1.821626939,6.196811412,6.004789059,2494.117934,2
2411,4,1,72,80.66260677,4.551538965,-1.66251157,-1.918145276,6.052876433,5.886300661,2776.621975,2
2412,4,1,72,88.46069951,-7.277311415,0.201263551,-1.982589257,6.498381705,5.788097384,1513.429295,4
2413,4,1,72,82.20036448,2.283140429,-0.847622915,-1.877230391,5.90839655,5.873217058,2725.973169,2
2414,2,1,80,93.60429764,-8.483010223,7.69591551,-2.10007295,6.310203667,5.85362409,2048.328787,9
2415,5,1,72,90.04004558,-1.110174443,11.06411186,-0.970506866,5.889183382,6.038235807,1801.827756,10
2416,4,1,72,94.65100328,-6.397468684,8.810944027,-1.796313099,6.149292926,5.950585138,2403.200125,10
2417,5,1,72,92.12333852,-3.48856153,9.751394391,-1.401229237,6.459116191,5.817812964,2146.10781,10
